REF_DATE,Date,GEO,Labour_force_characteristics,Educational_attainment,Gender,Age_group,VALUE,Classification_Code_for_Labour_force_characteristics,Classification_Code_for_Educational_attainment,Classification_Code_for_Gender,Classification_Code_for_Age_group
1990,1990-07-01,Canada,Participation rate,"Total, all education levels",Women+,25 to 54 years,75.5,NA,NA,NA,NA
1990,1990-07-01,Canada,Employment rate,"Total, all education levels",Women+,25 to 54 years,69.8,NA,NA,NA,NA
1990,1990-07-01,Newfoundland and Labrador,Participation rate,"Total, all education levels",Women+,25 to 54 years,64.5,NA,NA,NA,NA
1990,1990-07-01,Newfoundland and Labrador,Employment rate,"Total, all education levels",Women+,25 to 54 years,54.3,NA,NA,NA,NA
1990,1990-07-01,Prince Edward Island,Participation rate,"Total, all education levels",Women+,25 to 54 years,78.4,NA,NA,NA,NA
1990,1990-07-01,Prince Edward Island,Employment rate,"Total, all education levels",Women+,25 to 54 years,66.7,NA,NA,NA,NA
1990,1990-07-01,Nova Scotia,Participation rate,"Total, all education levels",Women+,25 to 54 years,71.1,NA,NA,NA,NA
1990,1990-07-01,Nova Scotia,Employment rate,"Total, all education levels",Women+,25 to 54 years,63.9,NA,NA,NA,NA
1990,1990-07-01,New Brunswick,Participation rate,"Total, all education levels",Women+,25 to 54 years,69,NA,NA,NA,NA
1990,1990-07-01,New Brunswick,Employment rate,"Total, all education levels",Women+,25 to 54 years,61.6,NA,NA,NA,NA
1990,1990-07-01,Quebec,Participation rate,"Total, all education levels",Women+,25 to 54 years,71,NA,NA,NA,NA
1990,1990-07-01,Quebec,Employment rate,"Total, all education levels",Women+,25 to 54 years,63.8,NA,NA,NA,NA
1990,1990-07-01,Ontario,Participation rate,"Total, all education levels",Women+,25 to 54 years,78.6,NA,NA,NA,NA
1990,1990-07-01,Ontario,Employment rate,"Total, all education levels",Women+,25 to 54 years,74.2,NA,NA,NA,NA
1990,1990-07-01,Manitoba,Participation rate,"Total, all education levels",Women+,25 to 54 years,78.3,NA,NA,NA,NA
1990,1990-07-01,Manitoba,Employment rate,"Total, all education levels",Women+,25 to 54 years,73.3,NA,NA,NA,NA
1990,1990-07-01,Saskatchewan,Participation rate,"Total, all education levels",Women+,25 to 54 years,78.5,NA,NA,NA,NA
1990,1990-07-01,Saskatchewan,Employment rate,"Total, all education levels",Women+,25 to 54 years,73.8,NA,NA,NA,NA
1990,1990-07-01,Alberta,Participation rate,"Total, all education levels",Women+,25 to 54 years,78.2,NA,NA,NA,NA
1990,1990-07-01,Alberta,Employment rate,"Total, all education levels",Women+,25 to 54 years,73.2,NA,NA,NA,NA
1990,1990-07-01,British Columbia,Participation rate,"Total, all education levels",Women+,25 to 54 years,76,NA,NA,NA,NA
1990,1990-07-01,British Columbia,Employment rate,"Total, all education levels",Women+,25 to 54 years,70,NA,NA,NA,NA
1991,1991-07-01,Canada,Participation rate,"Total, all education levels",Women+,25 to 54 years,75.9,NA,NA,NA,NA
1991,1991-07-01,Canada,Employment rate,"Total, all education levels",Women+,25 to 54 years,69,NA,NA,NA,NA
1991,1991-07-01,Newfoundland and Labrador,Participation rate,"Total, all education levels",Women+,25 to 54 years,64.8,NA,NA,NA,NA
1991,1991-07-01,Newfoundland and Labrador,Employment rate,"Total, all education levels",Women+,25 to 54 years,54.7,NA,NA,NA,NA
1991,1991-07-01,Prince Edward Island,Participation rate,"Total, all education levels",Women+,25 to 54 years,78.9,NA,NA,NA,NA
1991,1991-07-01,Prince Edward Island,Employment rate,"Total, all education levels",Women+,25 to 54 years,66.2,NA,NA,NA,NA
1991,1991-07-01,Nova Scotia,Participation rate,"Total, all education levels",Women+,25 to 54 years,71.8,NA,NA,NA,NA
1991,1991-07-01,Nova Scotia,Employment rate,"Total, all education levels",Women+,25 to 54 years,64.2,NA,NA,NA,NA
1991,1991-07-01,New Brunswick,Participation rate,"Total, all education levels",Women+,25 to 54 years,68.6,NA,NA,NA,NA
1991,1991-07-01,New Brunswick,Employment rate,"Total, all education levels",Women+,25 to 54 years,61.1,NA,NA,NA,NA
1991,1991-07-01,Quebec,Participation rate,"Total, all education levels",Women+,25 to 54 years,71.7,NA,NA,NA,NA
1991,1991-07-01,Quebec,Employment rate,"Total, all education levels",Women+,25 to 54 years,63.8,NA,NA,NA,NA
1991,1991-07-01,Ontario,Participation rate,"Total, all education levels",Women+,25 to 54 years,78.6,NA,NA,NA,NA
1991,1991-07-01,Ontario,Employment rate,"Total, all education levels",Women+,25 to 54 years,72.1,NA,NA,NA,NA
1991,1991-07-01,Manitoba,Participation rate,"Total, all education levels",Women+,25 to 54 years,78.5,NA,NA,NA,NA
1991,1991-07-01,Manitoba,Employment rate,"Total, all education levels",Women+,25 to 54 years,73.4,NA,NA,NA,NA
1991,1991-07-01,Saskatchewan,Participation rate,"Total, all education levels",Women+,25 to 54 years,79.8,NA,NA,NA,NA
1991,1991-07-01,Saskatchewan,Employment rate,"Total, all education levels",Women+,25 to 54 years,74.9,NA,NA,NA,NA
1991,1991-07-01,Alberta,Participation rate,"Total, all education levels",Women+,25 to 54 years,78.6,NA,NA,NA,NA
1991,1991-07-01,Alberta,Employment rate,"Total, all education levels",Women+,25 to 54 years,72.8,NA,NA,NA,NA
1991,1991-07-01,British Columbia,Participation rate,"Total, all education levels",Women+,25 to 54 years,77,NA,NA,NA,NA
1991,1991-07-01,British Columbia,Employment rate,"Total, all education levels",Women+,25 to 54 years,70.5,NA,NA,NA,NA
1992,1992-07-01,Canada,Participation rate,"Total, all education levels",Women+,25 to 54 years,75.3,NA,NA,NA,NA
1992,1992-07-01,Canada,Employment rate,"Total, all education levels",Women+,25 to 54 years,68.3,NA,NA,NA,NA
1992,1992-07-01,Newfoundland and Labrador,Participation rate,"Total, all education levels",Women+,25 to 54 years,62.8,NA,NA,NA,NA
1992,1992-07-01,Newfoundland and Labrador,Employment rate,"Total, all education levels",Women+,25 to 54 years,52,NA,NA,NA,NA
1992,1992-07-01,Prince Edward Island,Participation rate,"Total, all education levels",Women+,25 to 54 years,79.6,NA,NA,NA,NA
1992,1992-07-01,Prince Edward Island,Employment rate,"Total, all education levels",Women+,25 to 54 years,65.9,NA,NA,NA,NA
1992,1992-07-01,Nova Scotia,Participation rate,"Total, all education levels",Women+,25 to 54 years,71.4,NA,NA,NA,NA
1992,1992-07-01,Nova Scotia,Employment rate,"Total, all education levels",Women+,25 to 54 years,63.3,NA,NA,NA,NA
1992,1992-07-01,New Brunswick,Participation rate,"Total, all education levels",Women+,25 to 54 years,69.2,NA,NA,NA,NA
1992,1992-07-01,New Brunswick,Employment rate,"Total, all education levels",Women+,25 to 54 years,61.5,NA,NA,NA,NA
1992,1992-07-01,Quebec,Participation rate,"Total, all education levels",Women+,25 to 54 years,71,NA,NA,NA,NA
1992,1992-07-01,Quebec,Employment rate,"Total, all education levels",Women+,25 to 54 years,63.1,NA,NA,NA,NA
1992,1992-07-01,Ontario,Participation rate,"Total, all education levels",Women+,25 to 54 years,77.4,NA,NA,NA,NA
1992,1992-07-01,Ontario,Employment rate,"Total, all education levels",Women+,25 to 54 years,71,NA,NA,NA,NA
1992,1992-07-01,Manitoba,Participation rate,"Total, all education levels",Women+,25 to 54 years,79.2,NA,NA,NA,NA
1992,1992-07-01,Manitoba,Employment rate,"Total, all education levels",Women+,25 to 54 years,73.6,NA,NA,NA,NA
1992,1992-07-01,Saskatchewan,Participation rate,"Total, all education levels",Women+,25 to 54 years,80.7,NA,NA,NA,NA
1992,1992-07-01,Saskatchewan,Employment rate,"Total, all education levels",Women+,25 to 54 years,75.4,NA,NA,NA,NA
1992,1992-07-01,Alberta,Participation rate,"Total, all education levels",Women+,25 to 54 years,78.8,NA,NA,NA,NA
1992,1992-07-01,Alberta,Employment rate,"Total, all education levels",Women+,25 to 54 years,72.2,NA,NA,NA,NA
1992,1992-07-01,British Columbia,Participation rate,"Total, all education levels",Women+,25 to 54 years,77.1,NA,NA,NA,NA
1992,1992-07-01,British Columbia,Employment rate,"Total, all education levels",Women+,25 to 54 years,70.3,NA,NA,NA,NA
1993,1993-07-01,Canada,Participation rate,"Total, all education levels",Women+,25 to 54 years,75.7,NA,NA,NA,NA
1993,1993-07-01,Canada,Employment rate,"Total, all education levels",Women+,25 to 54 years,68.1,NA,NA,NA,NA
1993,1993-07-01,Newfoundland and Labrador,Participation rate,"Total, all education levels",Women+,25 to 54 years,63,NA,NA,NA,NA
1993,1993-07-01,Newfoundland and Labrador,Employment rate,"Total, all education levels",Women+,25 to 54 years,52.1,NA,NA,NA,NA
1993,1993-07-01,Prince Edward Island,Participation rate,"Total, all education levels",Women+,25 to 54 years,79.3,NA,NA,NA,NA
1993,1993-07-01,Prince Edward Island,Employment rate,"Total, all education levels",Women+,25 to 54 years,66.5,NA,NA,NA,NA
1993,1993-07-01,Nova Scotia,Participation rate,"Total, all education levels",Women+,25 to 54 years,71.6,NA,NA,NA,NA
1993,1993-07-01,Nova Scotia,Employment rate,"Total, all education levels",Women+,25 to 54 years,62.9,NA,NA,NA,NA
1993,1993-07-01,New Brunswick,Participation rate,"Total, all education levels",Women+,25 to 54 years,69.6,NA,NA,NA,NA
1993,1993-07-01,New Brunswick,Employment rate,"Total, all education levels",Women+,25 to 54 years,62.1,NA,NA,NA,NA
1993,1993-07-01,Quebec,Participation rate,"Total, all education levels",Women+,25 to 54 years,71.5,NA,NA,NA,NA
1993,1993-07-01,Quebec,Employment rate,"Total, all education levels",Women+,25 to 54 years,63.3,NA,NA,NA,NA
1993,1993-07-01,Ontario,Participation rate,"Total, all education levels",Women+,25 to 54 years,77.5,NA,NA,NA,NA
1993,1993-07-01,Ontario,Employment rate,"Total, all education levels",Women+,25 to 54 years,70.1,NA,NA,NA,NA
1993,1993-07-01,Manitoba,Participation rate,"Total, all education levels",Women+,25 to 54 years,79.9,NA,NA,NA,NA
1993,1993-07-01,Manitoba,Employment rate,"Total, all education levels",Women+,25 to 54 years,73.9,NA,NA,NA,NA
1993,1993-07-01,Saskatchewan,Participation rate,"Total, all education levels",Women+,25 to 54 years,80.9,NA,NA,NA,NA
1993,1993-07-01,Saskatchewan,Employment rate,"Total, all education levels",Women+,25 to 54 years,75.4,NA,NA,NA,NA
1993,1993-07-01,Alberta,Participation rate,"Total, all education levels",Women+,25 to 54 years,79.8,NA,NA,NA,NA
1993,1993-07-01,Alberta,Employment rate,"Total, all education levels",Women+,25 to 54 years,72.6,NA,NA,NA,NA
1993,1993-07-01,British Columbia,Participation rate,"Total, all education levels",Women+,25 to 54 years,77.3,NA,NA,NA,NA
1993,1993-07-01,British Columbia,Employment rate,"Total, all education levels",Women+,25 to 54 years,70.6,NA,NA,NA,NA
1994,1994-07-01,Canada,Participation rate,"Total, all education levels",Women+,25 to 54 years,75.4,NA,NA,NA,NA
1994,1994-07-01,Canada,Employment rate,"Total, all education levels",Women+,25 to 54 years,68.6,NA,NA,NA,NA
1994,1994-07-01,Newfoundland and Labrador,Participation rate,"Total, all education levels",Women+,25 to 54 years,63,NA,NA,NA,NA
1994,1994-07-01,Newfoundland and Labrador,Employment rate,"Total, all education levels",Women+,25 to 54 years,52.2,NA,NA,NA,NA
1994,1994-07-01,Prince Edward Island,Participation rate,"Total, all education levels",Women+,25 to 54 years,80,NA,NA,NA,NA
1994,1994-07-01,Prince Edward Island,Employment rate,"Total, all education levels",Women+,25 to 54 years,67.9,NA,NA,NA,NA
1994,1994-07-01,Nova Scotia,Participation rate,"Total, all education levels",Women+,25 to 54 years,71.1,NA,NA,NA,NA
1994,1994-07-01,Nova Scotia,Employment rate,"Total, all education levels",Women+,25 to 54 years,62.8,NA,NA,NA,NA
1994,1994-07-01,New Brunswick,Participation rate,"Total, all education levels",Women+,25 to 54 years,68.9,NA,NA,NA,NA
1994,1994-07-01,New Brunswick,Employment rate,"Total, all education levels",Women+,25 to 54 years,61.5,NA,NA,NA,NA
1994,1994-07-01,Quebec,Participation rate,"Total, all education levels",Women+,25 to 54 years,71.2,NA,NA,NA,NA
1994,1994-07-01,Quebec,Employment rate,"Total, all education levels",Women+,25 to 54 years,63.5,NA,NA,NA,NA
1994,1994-07-01,Ontario,Participation rate,"Total, all education levels",Women+,25 to 54 years,76.9,NA,NA,NA,NA
1994,1994-07-01,Ontario,Employment rate,"Total, all education levels",Women+,25 to 54 years,70.5,NA,NA,NA,NA
1994,1994-07-01,Manitoba,Participation rate,"Total, all education levels",Women+,25 to 54 years,78.9,NA,NA,NA,NA
1994,1994-07-01,Manitoba,Employment rate,"Total, all education levels",Women+,25 to 54 years,73.2,NA,NA,NA,NA
1994,1994-07-01,Saskatchewan,Participation rate,"Total, all education levels",Women+,25 to 54 years,80.2,NA,NA,NA,NA
1994,1994-07-01,Saskatchewan,Employment rate,"Total, all education levels",Women+,25 to 54 years,75.4,NA,NA,NA,NA
1994,1994-07-01,Alberta,Participation rate,"Total, all education levels",Women+,25 to 54 years,80.7,NA,NA,NA,NA
1994,1994-07-01,Alberta,Employment rate,"Total, all education levels",Women+,25 to 54 years,74,NA,NA,NA,NA
1994,1994-07-01,British Columbia,Participation rate,"Total, all education levels",Women+,25 to 54 years,77.7,NA,NA,NA,NA
1994,1994-07-01,British Columbia,Employment rate,"Total, all education levels",Women+,25 to 54 years,71.8,NA,NA,NA,NA
1995,1995-07-01,Canada,Participation rate,"Total, all education levels",Women+,25 to 54 years,75.7,NA,NA,NA,NA
1995,1995-07-01,Canada,Employment rate,"Total, all education levels",Women+,25 to 54 years,69.4,NA,NA,NA,NA
1995,1995-07-01,Newfoundland and Labrador,Participation rate,"Total, all education levels",Women+,25 to 54 years,63.2,NA,NA,NA,NA
1995,1995-07-01,Newfoundland and Labrador,Employment rate,"Total, all education levels",Women+,25 to 54 years,54.1,NA,NA,NA,NA
1995,1995-07-01,Prince Edward Island,Participation rate,"Total, all education levels",Women+,25 to 54 years,79.6,NA,NA,NA,NA
1995,1995-07-01,Prince Edward Island,Employment rate,"Total, all education levels",Women+,25 to 54 years,69,NA,NA,NA,NA
1995,1995-07-01,Nova Scotia,Participation rate,"Total, all education levels",Women+,25 to 54 years,70.5,NA,NA,NA,NA
1995,1995-07-01,Nova Scotia,Employment rate,"Total, all education levels",Women+,25 to 54 years,63,NA,NA,NA,NA
1995,1995-07-01,New Brunswick,Participation rate,"Total, all education levels",Women+,25 to 54 years,71.1,NA,NA,NA,NA
1995,1995-07-01,New Brunswick,Employment rate,"Total, all education levels",Women+,25 to 54 years,64.1,NA,NA,NA,NA
1995,1995-07-01,Quebec,Participation rate,"Total, all education levels",Women+,25 to 54 years,72.6,NA,NA,NA,NA
1995,1995-07-01,Quebec,Employment rate,"Total, all education levels",Women+,25 to 54 years,65.3,NA,NA,NA,NA
1995,1995-07-01,Ontario,Participation rate,"Total, all education levels",Women+,25 to 54 years,76.7,NA,NA,NA,NA
1995,1995-07-01,Ontario,Employment rate,"Total, all education levels",Women+,25 to 54 years,70.7,NA,NA,NA,NA
1995,1995-07-01,Manitoba,Participation rate,"Total, all education levels",Women+,25 to 54 years,80.2,NA,NA,NA,NA
1995,1995-07-01,Manitoba,Employment rate,"Total, all education levels",Women+,25 to 54 years,75.4,NA,NA,NA,NA
1995,1995-07-01,Saskatchewan,Participation rate,"Total, all education levels",Women+,25 to 54 years,80.1,NA,NA,NA,NA
1995,1995-07-01,Saskatchewan,Employment rate,"Total, all education levels",Women+,25 to 54 years,75.5,NA,NA,NA,NA
1995,1995-07-01,Alberta,Participation rate,"Total, all education levels",Women+,25 to 54 years,80.7,NA,NA,NA,NA
1995,1995-07-01,Alberta,Employment rate,"Total, all education levels",Women+,25 to 54 years,75.1,NA,NA,NA,NA
1995,1995-07-01,British Columbia,Participation rate,"Total, all education levels",Women+,25 to 54 years,76.9,NA,NA,NA,NA
1995,1995-07-01,British Columbia,Employment rate,"Total, all education levels",Women+,25 to 54 years,71.5,NA,NA,NA,NA
1996,1996-07-01,Canada,Participation rate,"Total, all education levels",Women+,25 to 54 years,76,NA,NA,NA,NA
1996,1996-07-01,Canada,Employment rate,"Total, all education levels",Women+,25 to 54 years,69.6,NA,NA,NA,NA
1996,1996-07-01,Newfoundland and Labrador,Participation rate,"Total, all education levels",Women+,25 to 54 years,62.8,NA,NA,NA,NA
1996,1996-07-01,Newfoundland and Labrador,Employment rate,"Total, all education levels",Women+,25 to 54 years,53.6,NA,NA,NA,NA
1996,1996-07-01,Prince Edward Island,Participation rate,"Total, all education levels",Women+,25 to 54 years,81.6,NA,NA,NA,NA
1996,1996-07-01,Prince Edward Island,Employment rate,"Total, all education levels",Women+,25 to 54 years,69.1,NA,NA,NA,NA
1996,1996-07-01,Nova Scotia,Participation rate,"Total, all education levels",Women+,25 to 54 years,71.6,NA,NA,NA,NA
1996,1996-07-01,Nova Scotia,Employment rate,"Total, all education levels",Women+,25 to 54 years,64.1,NA,NA,NA,NA
1996,1996-07-01,New Brunswick,Participation rate,"Total, all education levels",Women+,25 to 54 years,70.5,NA,NA,NA,NA
1996,1996-07-01,New Brunswick,Employment rate,"Total, all education levels",Women+,25 to 54 years,64,NA,NA,NA,NA
1996,1996-07-01,Quebec,Participation rate,"Total, all education levels",Women+,25 to 54 years,72.8,NA,NA,NA,NA
1996,1996-07-01,Quebec,Employment rate,"Total, all education levels",Women+,25 to 54 years,65.5,NA,NA,NA,NA
1996,1996-07-01,Ontario,Participation rate,"Total, all education levels",Women+,25 to 54 years,77.4,NA,NA,NA,NA
1996,1996-07-01,Ontario,Employment rate,"Total, all education levels",Women+,25 to 54 years,70.9,NA,NA,NA,NA
1996,1996-07-01,Manitoba,Participation rate,"Total, all education levels",Women+,25 to 54 years,80.3,NA,NA,NA,NA
1996,1996-07-01,Manitoba,Employment rate,"Total, all education levels",Women+,25 to 54 years,75.4,NA,NA,NA,NA
1996,1996-07-01,Saskatchewan,Participation rate,"Total, all education levels",Women+,25 to 54 years,79.9,NA,NA,NA,NA
1996,1996-07-01,Saskatchewan,Employment rate,"Total, all education levels",Women+,25 to 54 years,75.6,NA,NA,NA,NA
1996,1996-07-01,Alberta,Participation rate,"Total, all education levels",Women+,25 to 54 years,80.8,NA,NA,NA,NA
1996,1996-07-01,Alberta,Employment rate,"Total, all education levels",Women+,25 to 54 years,76.3,NA,NA,NA,NA
1996,1996-07-01,British Columbia,Participation rate,"Total, all education levels",Women+,25 to 54 years,76.6,NA,NA,NA,NA
1996,1996-07-01,British Columbia,Employment rate,"Total, all education levels",Women+,25 to 54 years,70.7,NA,NA,NA,NA
1997,1997-07-01,Canada,Participation rate,"Total, all education levels",Women+,25 to 54 years,76.9,NA,NA,NA,NA
1997,1997-07-01,Canada,Employment rate,"Total, all education levels",Women+,25 to 54 years,71,NA,NA,NA,NA
1997,1997-07-01,Newfoundland and Labrador,Participation rate,"Total, all education levels",Women+,25 to 54 years,65.2,NA,NA,NA,NA
1997,1997-07-01,Newfoundland and Labrador,Employment rate,"Total, all education levels",Women+,25 to 54 years,55.6,NA,NA,NA,NA
1997,1997-07-01,Prince Edward Island,Participation rate,"Total, all education levels",Women+,25 to 54 years,80.8,NA,NA,NA,NA
1997,1997-07-01,Prince Edward Island,Employment rate,"Total, all education levels",Women+,25 to 54 years,69.2,NA,NA,NA,NA
1997,1997-07-01,Nova Scotia,Participation rate,"Total, all education levels",Women+,25 to 54 years,73,NA,NA,NA,NA
1997,1997-07-01,Nova Scotia,Employment rate,"Total, all education levels",Women+,25 to 54 years,66.2,NA,NA,NA,NA
1997,1997-07-01,New Brunswick,Participation rate,"Total, all education levels",Women+,25 to 54 years,72.3,NA,NA,NA,NA
1997,1997-07-01,New Brunswick,Employment rate,"Total, all education levels",Women+,25 to 54 years,64.8,NA,NA,NA,NA
1997,1997-07-01,Quebec,Participation rate,"Total, all education levels",Women+,25 to 54 years,74.2,NA,NA,NA,NA
1997,1997-07-01,Quebec,Employment rate,"Total, all education levels",Women+,25 to 54 years,67.3,NA,NA,NA,NA
1997,1997-07-01,Ontario,Participation rate,"Total, all education levels",Women+,25 to 54 years,77.9,NA,NA,NA,NA
1997,1997-07-01,Ontario,Employment rate,"Total, all education levels",Women+,25 to 54 years,72.1,NA,NA,NA,NA
1997,1997-07-01,Manitoba,Participation rate,"Total, all education levels",Women+,25 to 54 years,80.3,NA,NA,NA,NA
1997,1997-07-01,Manitoba,Employment rate,"Total, all education levels",Women+,25 to 54 years,75.8,NA,NA,NA,NA
1997,1997-07-01,Saskatchewan,Participation rate,"Total, all education levels",Women+,25 to 54 years,80.5,NA,NA,NA,NA
1997,1997-07-01,Saskatchewan,Employment rate,"Total, all education levels",Women+,25 to 54 years,76.6,NA,NA,NA,NA
1997,1997-07-01,Alberta,Participation rate,"Total, all education levels",Women+,25 to 54 years,81.1,NA,NA,NA,NA
1997,1997-07-01,Alberta,Employment rate,"Total, all education levels",Women+,25 to 54 years,76.8,NA,NA,NA,NA
1997,1997-07-01,British Columbia,Participation rate,"Total, all education levels",Women+,25 to 54 years,77.8,NA,NA,NA,NA
1997,1997-07-01,British Columbia,Employment rate,"Total, all education levels",Women+,25 to 54 years,72.5,NA,NA,NA,NA
1998,1998-07-01,Canada,Participation rate,"Total, all education levels",Women+,25 to 54 years,77.6,NA,NA,NA,NA
1998,1998-07-01,Canada,Employment rate,"Total, all education levels",Women+,25 to 54 years,72.2,NA,NA,NA,NA
1998,1998-07-01,Newfoundland and Labrador,Participation rate,"Total, all education levels",Women+,25 to 54 years,67,NA,NA,NA,NA
1998,1998-07-01,Newfoundland and Labrador,Employment rate,"Total, all education levels",Women+,25 to 54 years,57.3,NA,NA,NA,NA
1998,1998-07-01,Prince Edward Island,Participation rate,"Total, all education levels",Women+,25 to 54 years,82.3,NA,NA,NA,NA
1998,1998-07-01,Prince Edward Island,Employment rate,"Total, all education levels",Women+,25 to 54 years,71.8,NA,NA,NA,NA
1998,1998-07-01,Nova Scotia,Participation rate,"Total, all education levels",Women+,25 to 54 years,73.4,NA,NA,NA,NA
1998,1998-07-01,Nova Scotia,Employment rate,"Total, all education levels",Women+,25 to 54 years,67.4,NA,NA,NA,NA
1998,1998-07-01,New Brunswick,Participation rate,"Total, all education levels",Women+,25 to 54 years,73.2,NA,NA,NA,NA
1998,1998-07-01,New Brunswick,Employment rate,"Total, all education levels",Women+,25 to 54 years,65.8,NA,NA,NA,NA
1998,1998-07-01,Quebec,Participation rate,"Total, all education levels",Women+,25 to 54 years,74.9,NA,NA,NA,NA
1998,1998-07-01,Quebec,Employment rate,"Total, all education levels",Women+,25 to 54 years,68.3,NA,NA,NA,NA
1998,1998-07-01,Ontario,Participation rate,"Total, all education levels",Women+,25 to 54 years,78.8,NA,NA,NA,NA
1998,1998-07-01,Ontario,Employment rate,"Total, all education levels",Women+,25 to 54 years,73.9,NA,NA,NA,NA
