"Date","description","Value","Macrobond_Code"
1999-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.3,"calama0067"
2000-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.2,"calama0067"
2000-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2,"calama0067"
2000-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.5,"calama0067"
2000-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.4,"calama0067"
2001-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",0.4,"calama0067"
2001-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",-0.1,"calama0067"
2001-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.2,"calama0067"
2001-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.1,"calama0067"
2002-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.3,"calama0067"
2002-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.9,"calama0067"
2002-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.2,"calama0067"
2002-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.9,"calama0067"
2003-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.1,"calama0067"
2003-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.3,"calama0067"
2003-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.7,"calama0067"
2003-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.4,"calama0067"
2004-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.6,"calama0067"
2004-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.5,"calama0067"
2004-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.1,"calama0067"
2004-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.3,"calama0067"
2005-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.8,"calama0067"
2005-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.7,"calama0067"
2005-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",4.5,"calama0067"
2005-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.9,"calama0067"
2006-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.4,"calama0067"
2006-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.1,"calama0067"
2006-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.6,"calama0067"
2006-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.2,"calama0067"
2007-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",4.6,"calama0067"
2007-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",5.7,"calama0067"
2007-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",5.6,"calama0067"
2007-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",5.1,"calama0067"
2008-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",4.1,"calama0067"
2008-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.1,"calama0067"
2008-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.4,"calama0067"
2008-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.2,"calama0067"
2009-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.6,"calama0067"
2009-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.6,"calama0067"
2009-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.3,"calama0067"
2009-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.2,"calama0067"
2010-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.8,"calama0067"
2010-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.9,"calama0067"
2010-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.7,"calama0067"
2010-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.7,"calama0067"
2011-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.9,"calama0067"
2011-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.6,"calama0067"
2011-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.7,"calama0067"
2011-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.4,"calama0067"
2012-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.9,"calama0067"
2012-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2,"calama0067"
2012-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3,"calama0067"
2012-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.9,"calama0067"
2013-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.9,"calama0067"
2013-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.1,"calama0067"
2013-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.2,"calama0067"
2013-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.4,"calama0067"
2014-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.9,"calama0067"
2014-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.4,"calama0067"
2014-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.1,"calama0067"
2014-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2,"calama0067"
2015-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3,"calama0067"
2015-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.8,"calama0067"
2015-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.1,"calama0067"
2015-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.4,"calama0067"
2016-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",0.6,"calama0067"
2016-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1,"calama0067"
2016-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.7,"calama0067"
2016-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.9,"calama0067"
2017-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.3,"calama0067"
2017-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.4,"calama0067"
2017-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2,"calama0067"
2017-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2,"calama0067"
2018-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.6,"calama0067"
2018-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.4,"calama0067"
2018-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.5,"calama0067"
2018-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.8,"calama0067"
2019-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",1.9,"calama0067"
2019-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.1,"calama0067"
2019-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.9,"calama0067"
2019-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3,"calama0067"
2020-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.1,"calama0067"
2020-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",5.7,"calama0067"
2020-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",5.1,"calama0067"
2020-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",4.3,"calama0067"
2021-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",4.8,"calama0067"
2021-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",0.7,"calama0067"
2021-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2,"calama0067"
2021-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.2,"calama0067"
2022-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.2,"calama0067"
2022-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",4.2,"calama0067"
2022-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.4,"calama0067"
2022-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",4.3,"calama0067"
2023-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.2,"calama0067"
2023-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.8,"calama0067"
2023-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.9,"calama0067"
2023-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",2.9,"calama0067"
2024-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.1,"calama0067"
2024-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.3,"calama0067"
2024-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",4.7,"calama0067"
2024-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",5.6,"calama0067"
2025-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",5,"calama0067"
2025-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Survey of Employment, Payrolls & Hours (Average Hourly Earnings), Change Y/Y",3.8,"calama0067"
1998-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3.8,"calama0066"
1998-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3.4,"calama0066"
1998-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.7,"calama0066"
1998-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3.7,"calama0066"
1999-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.3,"calama0066"
1999-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",1.9,"calama0066"
1999-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3.1,"calama0066"
1999-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.7,"calama0066"
2000-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",4.7,"calama0066"
2000-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",7,"calama0066"
2000-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",6.6,"calama0066"
2000-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",6.4,"calama0066"
2001-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",4.9,"calama0066"
2001-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3.1,"calama0066"
2001-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.7,"calama0066"
2001-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3.3,"calama0066"
2002-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.6,"calama0066"
2002-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.2,"calama0066"
2002-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.2,"calama0066"
2002-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.4,"calama0066"
2003-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.5,"calama0066"
2003-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3,"calama0066"
2003-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.8,"calama0066"
2003-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2,"calama0066"
2004-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.7,"calama0066"
2004-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.8,"calama0066"
2004-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3.5,"calama0066"
2004-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3.7,"calama0066"
2005-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3.9,"calama0066"
2005-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",4.2,"calama0066"
2005-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",4.5,"calama0066"
2005-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",5.3,"calama0066"
2006-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",5,"calama0066"
2006-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",4.6,"calama0066"
2006-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",4.7,"calama0066"
2006-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",4.7,"calama0066"
2007-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",5.2,"calama0066"
2007-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",4.8,"calama0066"
2007-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3.5,"calama0066"
2007-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.7,"calama0066"
2008-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.7,"calama0066"
2008-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3.1,"calama0066"
2008-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3.6,"calama0066"
2008-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3.9,"calama0066"
2009-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",3.2,"calama0066"
2009-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.9,"calama0066"
2009-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",2.1,"calama0066"
2009-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",1.8,"calama0066"
2010-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",0.5,"calama0066"
2010-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, Productivity Accounts (Compensation per Hour), Change Y/Y",0.2,"calama0066"
